T,S,D
05-Jul-2016 20:40:00,2.706937,342.4674
05-Jul-2016 20:50:00,2.845279,335.1562
05-Jul-2016 21:00:00,2.545152,341.3438
05-Jul-2016 21:10:00,2.469178,346.3982
05-Jul-2016 21:20:00,2.339669,349.6538
05-Jul-2016 21:30:00,2.645346,348.3131
05-Jul-2016 21:40:00,2.715755,350.9023
05-Jul-2016 21:50:00,2.981444,350.6558
05-Jul-2016 22:00:00,2.781882,348.1037
05-Jul-2016 22:10:00,2.964758,351.1777
05-Jul-2016 22:20:00,2.779962,349.876
05-Jul-2016 22:30:00,3.016506,353.807
05-Jul-2016 22:40:00,3.086111,349.891
05-Jul-2016 22:50:00,2.941993,350.3233
05-Jul-2016 23:00:00,2.878083,351.3787
05-Jul-2016 23:10:00,2.556782,349.3124
05-Jul-2016 23:20:00,2.520208,350.4959
05-Jul-2016 23:30:00,2.365376,347.8661
05-Jul-2016 23:40:00,2.121051,345.8996
05-Jul-2016 23:50:00,2.17807,345.3434
06-Jul-2016 00:00:00,2.250579,342.3062
06-Jul-2016 00:10:00,2.158561,340.6293
06-Jul-2016 00:20:00,1.892823,333.9742
06-Jul-2016 00:30:00,1.988976,316.3644
06-Jul-2016 00:40:00,2.558303,307.8565
06-Jul-2016 00:50:00,2.514534,304.6019
06-Jul-2016 01:00:00,1.58456,293.187
06-Jul-2016 01:10:00,1.196495,332.1037
06-Jul-2016 01:20:00,1.403963,301.4116
06-Jul-2016 01:30:00,1.159737,355.6873
06-Jul-2016 01:40:00,1.24555,358.6111
06-Jul-2016 01:50:00,0.9795348,339.679
06-Jul-2016 02:00:00,1.090604,302.1606
06-Jul-2016 02:10:00,1.100659,300.871
06-Jul-2016 02:20:00,0.9305012,325.071
06-Jul-2016 02:30:00,1.216298,337.0355
06-Jul-2016 02:40:00,1.300288,12.8775
06-Jul-2016 02:50:00,1.164762,3.028506
06-Jul-2016 03:00:00,0.8838563,352.63
06-Jul-2016 03:10:00,0.8833858,18.59316
06-Jul-2016 03:20:00,0.7127016,30.08943
06-Jul-2016 03:30:00,0.9910447,74.87563
06-Jul-2016 03:40:00,1.189362,75.38703
06-Jul-2016 03:50:00,0.7942068,91.17645
06-Jul-2016 04:00:00,0.5460089,41.53221
06-Jul-2016 04:10:00,0.3760182,54.97881
06-Jul-2016 04:20:00,0.6114725,92.89887
06-Jul-2016 04:30:00,0.3016877,26.87606
06-Jul-2016 04:40:00,0.4314232,22.274
06-Jul-2016 04:50:00,1.116545,341.5346
06-Jul-2016 05:00:00,2.248276,320.1043
06-Jul-2016 05:10:00,2.543083,327.5577
06-Jul-2016 05:20:00,2.770156,327.0518
06-Jul-2016 05:30:00,2.507557,329.2571
06-Jul-2016 05:40:00,2.508633,331.9937
06-Jul-2016 05:50:00,2.381494,336.3661
06-Jul-2016 06:00:00,2.845253,340.9131
06-Jul-2016 06:10:00,3.427455,335.3341
06-Jul-2016 06:20:00,3.381562,332.3243
06-Jul-2016 06:30:00,3.060923,322.8347
06-Jul-2016 06:40:00,2.923833,312.6415
06-Jul-2016 06:50:00,3.002582,308.8524
06-Jul-2016 07:00:00,2.95622,299.9876
06-Jul-2016 07:10:00,2.751189,306.1258
06-Jul-2016 07:20:00,2.946674,301.4131
06-Jul-2016 07:30:00,2.777667,300.9934
06-Jul-2016 07:40:00,2.470924,318.7965
06-Jul-2016 07:50:00,3.277318,325.4399
06-Jul-2016 08:00:00,3.300658,328.7173
06-Jul-2016 08:10:00,3.122989,319.1823
06-Jul-2016 08:20:00,2.800621,325.8855
06-Jul-2016 08:30:00,2.759799,327.0225
06-Jul-2016 08:40:00,2.961561,337.9484
06-Jul-2016 08:50:00,2.783712,325.7677
06-Jul-2016 09:00:00,2.546275,314.1107
06-Jul-2016 09:10:00,2.488876,331.3435
06-Jul-2016 09:20:00,2.484005,318.5171
06-Jul-2016 09:30:00,2.219274,312.531
06-Jul-2016 09:40:00,1.951233,312.8953
06-Jul-2016 09:50:00,2.104571,322.022
06-Jul-2016 10:00:00,1.864689,309.5493
06-Jul-2016 10:10:00,1.544725,303.9463
06-Jul-2016 10:20:00,1.578991,284.566
06-Jul-2016 10:30:00,1.853106,225.3397
06-Jul-2016 10:40:00,1.71019,239.1343
06-Jul-2016 10:50:00,1.362854,216.1098
06-Jul-2016 11:00:00,0.9214666,216.7009
06-Jul-2016 11:10:00,1.081312,234.4592
06-Jul-2016 11:20:00,1.174339,218.6022
06-Jul-2016 11:30:00,1.145169,249.0358
06-Jul-2016 11:40:00,1.479189,226.9654
06-Jul-2016 11:50:00,1.401193,219.1506
06-Jul-2016 12:00:00,1.752575,242.3785
06-Jul-2016 12:10:00,2.648678,262.7312
06-Jul-2016 12:20:00,2.895295,293.285
06-Jul-2016 12:30:00,2.334687,288.5137
06-Jul-2016 12:40:00,1.505587,306.3992
06-Jul-2016 12:50:00,1.223652,263.826
06-Jul-2016 13:00:00,1.130456,211.6234
06-Jul-2016 13:10:00,1.108069,219.7609
06-Jul-2016 13:20:00,1.747805,215.9098
06-Jul-2016 13:30:00,1.488044,216.2455
06-Jul-2016 13:40:00,1.751936,210.9024
06-Jul-2016 13:50:00,1.095696,268.0698
06-Jul-2016 14:00:00,1.928301,249.7583
06-Jul-2016 14:10:00,1.705762,270.652
06-Jul-2016 14:20:00,1.627873,240.693
06-Jul-2016 14:30:00,2.224422,224.1331
06-Jul-2016 14:40:00,1.639806,242.2454
06-Jul-2016 14:50:00,1.422388,223.4508
06-Jul-2016 15:00:00,1.626662,253.0682
06-Jul-2016 15:10:00,1.547528,223.9908
06-Jul-2016 15:20:00,1.861832,237.3913
06-Jul-2016 15:30:00,1.544824,233.6447
06-Jul-2016 15:40:00,1.38352,244.739
06-Jul-2016 15:50:00,1.477167,249.246
06-Jul-2016 16:00:00,1.673678,205.3028
06-Jul-2016 16:10:00,1.877064,184.6922
06-Jul-2016 16:20:00,2.003568,202.2542
06-Jul-2016 16:30:00,2.314285,204.1375
06-Jul-2016 16:40:00,1.959076,202.8784
06-Jul-2016 16:50:00,2.100449,190.797
06-Jul-2016 17:00:00,2.806953,179.3727
06-Jul-2016 17:10:00,3.15994,183.1182
06-Jul-2016 17:20:00,3.593039,177.214
06-Jul-2016 17:30:00,4.891183,165.3955
06-Jul-2016 17:40:00,4.466725,165.91
06-Jul-2016 17:50:00,4.770765,165.0745
06-Jul-2016 18:00:00,4.124269,178.2455
06-Jul-2016 18:10:00,4.344568,175.9835
06-Jul-2016 18:20:00,4.565053,168.3873
06-Jul-2016 18:30:00,4.685928,168.299
06-Jul-2016 18:40:00,4.078578,168.9003
06-Jul-2016 18:50:00,3.980114,171.0946
06-Jul-2016 19:00:00,3.96557,171.0408
06-Jul-2016 19:10:00,4.545611,168.0356
06-Jul-2016 19:20:00,4.503685,161.6012
06-Jul-2016 19:30:00,4.39457,150.0452
06-Jul-2016 19:40:00,4.310774,146.0945
06-Jul-2016 19:50:00,3.917124,142.1041
06-Jul-2016 20:00:00,3.905893,143.1264
06-Jul-2016 20:10:00,4.228198,147.36
06-Jul-2016 20:20:00,4.150885,147.6816
06-Jul-2016 20:30:00,3.885342,151.3335
06-Jul-2016 20:40:00,4.297173,154.8837
06-Jul-2016 20:50:00,3.989996,156.0598
06-Jul-2016 21:00:00,3.774019,157.3262
06-Jul-2016 21:10:00,4.034758,153.7148
06-Jul-2016 21:20:00,3.69015,155.4225
06-Jul-2016 21:30:00,3.948355,148.0351
06-Jul-2016 21:40:00,3.742555,153.2548
06-Jul-2016 21:50:00,3.851251,158.6769
06-Jul-2016 22:00:00,3.70911,155.1673
06-Jul-2016 22:10:00,3.817234,150.955
06-Jul-2016 22:20:00,4.015945,154.6918
06-Jul-2016 22:30:00,4.342931,153.4284
06-Jul-2016 22:40:00,4.485498,150.8968
06-Jul-2016 22:50:00,4.326404,144.2935
06-Jul-2016 23:00:00,4.154871,140.9147
06-Jul-2016 23:10:00,4.569266,140.4119
06-Jul-2016 23:20:00,4.662694,138.8367
06-Jul-2016 23:30:00,4.899683,143.3886
06-Jul-2016 23:40:00,4.811339,142.8923
06-Jul-2016 23:50:00,5.095219,151.3705
07-Jul-2016 00:00:00,4.707802,159.129
07-Jul-2016 00:10:00,4.963264,161.6145
07-Jul-2016 00:20:00,5.260364,164.1563
07-Jul-2016 00:30:00,5.486097,165.8189
07-Jul-2016 00:40:00,4.568602,173.8442
07-Jul-2016 00:50:00,4.968531,170.8486
07-Jul-2016 01:00:00,5.814783,167.143
07-Jul-2016 01:10:00,4.115448,176.7367
07-Jul-2016 01:20:00,4.492075,180.9517
07-Jul-2016 01:30:00,4.429614,197.5656
07-Jul-2016 01:40:00,4.795209,201.2321
07-Jul-2016 01:50:00,6.792632,204.0745
07-Jul-2016 02:00:00,7.142322,202.519
07-Jul-2016 02:10:00,7.563975,205.7513
07-Jul-2016 02:20:00,7.016233,214.3712
07-Jul-2016 02:30:00,7.923649,246.3161
07-Jul-2016 02:40:00,6.352184,259.2127
07-Jul-2016 02:50:00,6.084146,258.5465
07-Jul-2016 03:00:00,6.727558,266.4314
07-Jul-2016 03:10:00,7.403048,266.6678
07-Jul-2016 03:20:00,6.670702,263.0211
07-Jul-2016 03:30:00,5.481857,256.2908
07-Jul-2016 03:40:00,6.023734,258.2198
07-Jul-2016 03:50:00,5.476371,258.8947
07-Jul-2016 04:00:00,5.195967,264.8397
07-Jul-2016 04:10:00,4.89647,261.7112
07-Jul-2016 04:20:00,5.695624,263.8936
07-Jul-2016 04:30:00,5.910217,260.7165
07-Jul-2016 04:40:00,6.739596,261.3423
07-Jul-2016 04:50:00,6.0884,257.3108
07-Jul-2016 05:00:00,5.020595,253.6645
07-Jul-2016 05:10:00,3.804383,252.3262
07-Jul-2016 05:20:00,4.308904,249.1954
07-Jul-2016 05:30:00,4.453988,251.0165
07-Jul-2016 05:40:00,4.471007,252.2373
07-Jul-2016 05:50:00,5.296212,254.811
07-Jul-2016 06:00:00,7.827098,258.1694
07-Jul-2016 06:10:00,7.628255,257.4592
07-Jul-2016 06:20:00,6.520867,254.368
07-Jul-2016 06:30:00,5.771683,249.9707
07-Jul-2016 06:40:00,5.196087,244.5731
07-Jul-2016 06:50:00,5.3883,243.6607
07-Jul-2016 07:00:00,5.368316,249.9954
07-Jul-2016 07:10:00,5.325967,249.7256
07-Jul-2016 07:20:00,6.051647,253.3921
07-Jul-2016 07:30:00,7.479716,254.8755
07-Jul-2016 07:40:00,7.994938,256.7395
07-Jul-2016 07:50:00,8.153243,257.4844
07-Jul-2016 08:00:00,5.806895,251.6262
07-Jul-2016 08:10:00,5.63398,243.7515
07-Jul-2016 08:20:00,6.710013,239.5516
07-Jul-2016 08:30:00,7.188701,238.0071
07-Jul-2016 08:40:00,7.112116,236.4342
07-Jul-2016 08:50:00,6.212968,237.0474
07-Jul-2016 09:00:00,5.988908,237.0361
07-Jul-2016 09:10:00,6.322453,236.9085
07-Jul-2016 09:20:00,5.79566,240.5163
07-Jul-2016 09:30:00,5.804156,240.8243
07-Jul-2016 09:40:00,4.87087,244.5054
07-Jul-2016 09:50:00,4.614763,247.6027
07-Jul-2016 10:00:00,4.708527,248.8518
07-Jul-2016 10:10:00,5.255341,252.0296
07-Jul-2016 10:20:00,NaN,250.1252
07-Jul-2016 10:30:00,NaN,251.7746
07-Jul-2016 10:40:00,NaN,244.9274
07-Jul-2016 10:50:00,NaN,237.9904
07-Jul-2016 11:00:00,NaN,232.6136
07-Jul-2016 11:10:00,NaN,233.0667
07-Jul-2016 11:20:00,NaN,237.9382
07-Jul-2016 11:30:00,NaN,244.6181
07-Jul-2016 11:40:00,NaN,234.3292
07-Jul-2016 11:50:00,NaN,224.7994
07-Jul-2016 12:00:00,NaN,220.0465
07-Jul-2016 12:10:00,NaN,232.8792
07-Jul-2016 12:20:00,NaN,227.9493
07-Jul-2016 12:30:00,NaN,223.3456
07-Jul-2016 12:40:00,NaN,223.4079
07-Jul-2016 12:50:00,NaN,212.7701
07-Jul-2016 13:00:00,NaN,218.2461
07-Jul-2016 13:10:00,NaN,218.8858
07-Jul-2016 13:20:00,NaN,215.3791
07-Jul-2016 13:30:00,NaN,214.565
07-Jul-2016 13:40:00,NaN,216.4889
07-Jul-2016 13:50:00,NaN,219.2844
07-Jul-2016 14:00:00,NaN,219.1928
07-Jul-2016 14:10:00,NaN,204.9893
07-Jul-2016 14:20:00,NaN,200.16
07-Jul-2016 14:30:00,NaN,188.1988
07-Jul-2016 14:40:00,NaN,192.911
07-Jul-2016 14:50:00,NaN,192.3062
07-Jul-2016 15:00:00,NaN,191.0282
07-Jul-2016 15:10:00,NaN,195.545
07-Jul-2016 15:20:00,NaN,200.7705
07-Jul-2016 15:30:00,NaN,199.4302
07-Jul-2016 15:40:00,NaN,212.5661
07-Jul-2016 15:50:00,NaN,255.1311
07-Jul-2016 16:00:00,NaN,256.5431
07-Jul-2016 16:10:00,NaN,247.2686
07-Jul-2016 16:20:00,NaN,223.7154
07-Jul-2016 16:30:00,NaN,202.1286
07-Jul-2016 16:40:00,NaN,200.147
07-Jul-2016 16:50:00,NaN,197.6577
07-Jul-2016 17:00:00,NaN,199.4146
07-Jul-2016 17:10:00,NaN,223.3807
07-Jul-2016 17:20:00,NaN,239.6161
07-Jul-2016 17:30:00,NaN,236.4516
07-Jul-2016 17:40:00,NaN,229.2908
07-Jul-2016 17:50:00,NaN,211.2627
07-Jul-2016 18:00:00,NaN,201.5465
07-Jul-2016 18:10:00,NaN,206.4258
07-Jul-2016 18:20:00,NaN,202.2446
07-Jul-2016 18:30:00,NaN,203.2754
07-Jul-2016 18:40:00,NaN,200.5015
07-Jul-2016 18:50:00,NaN,203.4309
07-Jul-2016 19:00:00,NaN,201.846
07-Jul-2016 19:10:00,NaN,196.1807
07-Jul-2016 19:20:00,NaN,195.8914
07-Jul-2016 19:30:00,NaN,201.0263
07-Jul-2016 19:40:00,NaN,202.5115
07-Jul-2016 19:50:00,NaN,203.514
07-Jul-2016 20:00:00,NaN,219.0822
07-Jul-2016 20:10:00,NaN,230.9149
07-Jul-2016 20:20:00,NaN,219.3758
07-Jul-2016 20:30:00,NaN,193.0378
07-Jul-2016 20:40:00,NaN,193.7099
07-Jul-2016 20:50:00,NaN,201.9372
07-Jul-2016 21:00:00,NaN,189.597
07-Jul-2016 21:10:00,NaN,194.1759
07-Jul-2016 21:20:00,NaN,200.6351
07-Jul-2016 21:30:00,NaN,202.8846
07-Jul-2016 21:40:00,NaN,201.9755
07-Jul-2016 21:50:00,NaN,202.4101
07-Jul-2016 22:00:00,NaN,193.065
07-Jul-2016 22:10:00,NaN,186.3406
07-Jul-2016 22:20:00,NaN,196.3828
07-Jul-2016 22:30:00,NaN,205.8307
07-Jul-2016 22:40:00,NaN,220.8492
07-Jul-2016 22:50:00,NaN,230.4874
07-Jul-2016 23:00:00,NaN,225.2324
07-Jul-2016 23:10:00,NaN,202.9076
07-Jul-2016 23:20:00,NaN,200.8561
07-Jul-2016 23:30:00,NaN,206.4046
07-Jul-2016 23:40:00,NaN,208.5578
07-Jul-2016 23:50:00,NaN,205.2456
08-Jul-2016 00:00:00,NaN,204.0381
08-Jul-2016 00:10:00,NaN,200.7472
08-Jul-2016 00:20:00,NaN,201.1575
08-Jul-2016 00:30:00,NaN,199.1865
08-Jul-2016 00:40:00,NaN,198.8692
08-Jul-2016 00:50:00,NaN,195.9184
08-Jul-2016 01:00:00,NaN,202.4671
08-Jul-2016 01:10:00,NaN,203.2739
08-Jul-2016 01:20:00,NaN,202.9797
08-Jul-2016 01:30:00,NaN,203.042
08-Jul-2016 01:40:00,NaN,203.1681
08-Jul-2016 01:50:00,NaN,202.4717
08-Jul-2016 02:00:00,NaN,201.1564
08-Jul-2016 02:10:00,NaN,197.6621
08-Jul-2016 02:20:00,NaN,203.0982
08-Jul-2016 02:30:00,NaN,205.4262
08-Jul-2016 02:40:00,NaN,204.4538
08-Jul-2016 02:50:00,NaN,205.2491
08-Jul-2016 03:00:00,NaN,206.3333
08-Jul-2016 03:10:00,NaN,204.6084
08-Jul-2016 03:20:00,NaN,205.223
08-Jul-2016 03:30:00,NaN,206.5628
08-Jul-2016 03:40:00,NaN,205.4913
08-Jul-2016 03:50:00,NaN,204.0734
08-Jul-2016 04:00:00,NaN,202.2062
08-Jul-2016 04:10:00,NaN,202.1604
08-Jul-2016 04:20:00,NaN,198.9883
08-Jul-2016 04:30:00,NaN,196.8777
08-Jul-2016 04:40:00,NaN,196.9691
08-Jul-2016 04:50:00,NaN,192.3308
08-Jul-2016 05:00:00,NaN,189.1725
08-Jul-2016 05:10:00,NaN,192.6679
08-Jul-2016 05:20:00,NaN,194.8746
08-Jul-2016 05:30:00,NaN,202.4179
08-Jul-2016 05:40:00,NaN,203.2023
08-Jul-2016 05:50:00,NaN,198.2176
08-Jul-2016 06:00:00,NaN,188.6103
08-Jul-2016 06:10:00,NaN,186.2301
08-Jul-2016 06:20:00,NaN,186.6772
08-Jul-2016 06:30:00,NaN,191.2935
08-Jul-2016 06:40:00,NaN,192.3273
08-Jul-2016 06:50:00,NaN,202.0416
08-Jul-2016 07:00:00,NaN,203.3012
08-Jul-2016 07:10:00,NaN,203.1793
08-Jul-2016 07:20:00,NaN,205.8763
08-Jul-2016 07:30:00,NaN,214.7366
08-Jul-2016 07:40:00,NaN,219.2128
08-Jul-2016 07:50:00,NaN,216.6133
08-Jul-2016 08:00:00,NaN,207.4882
08-Jul-2016 08:10:00,NaN,202.0805
08-Jul-2016 08:20:00,NaN,201.8837
08-Jul-2016 08:30:00,NaN,200.9584
08-Jul-2016 08:40:00,NaN,201.7278
08-Jul-2016 08:50:00,NaN,247.7713
08-Jul-2016 09:00:00,NaN,263.4394
08-Jul-2016 09:10:00,NaN,261.9601
08-Jul-2016 09:20:00,NaN,256.7184
08-Jul-2016 09:30:00,NaN,258.5651
08-Jul-2016 09:40:00,NaN,259.1783
08-Jul-2016 09:50:00,NaN,252.4815
08-Jul-2016 10:00:00,NaN,251.9126
08-Jul-2016 10:10:00,NaN,260.0348
08-Jul-2016 10:20:00,NaN,259.5899
08-Jul-2016 10:30:00,NaN,258.2394
08-Jul-2016 10:40:00,NaN,255.0646
08-Jul-2016 10:50:00,NaN,256.0726
08-Jul-2016 11:00:00,NaN,260.3005
08-Jul-2016 11:10:00,NaN,260.7374
08-Jul-2016 11:20:00,NaN,259.4227
08-Jul-2016 11:30:00,NaN,248.3586
08-Jul-2016 11:40:00,NaN,242.1766
08-Jul-2016 11:50:00,NaN,242.0293
08-Jul-2016 12:00:00,NaN,253.9157
08-Jul-2016 12:10:00,NaN,259.7961
08-Jul-2016 12:20:00,NaN,255.1689
08-Jul-2016 12:30:00,NaN,258.9421
08-Jul-2016 12:40:00,NaN,255.1815
08-Jul-2016 12:50:00,NaN,251.569
08-Jul-2016 13:00:00,7.050126,256.7049
08-Jul-2016 13:10:00,7.964961,274.1524
08-Jul-2016 13:20:00,9.111299,274.8329
08-Jul-2016 13:30:00,7.163959,277.8781
08-Jul-2016 13:40:00,7.025423,282.0333
08-Jul-2016 13:50:00,7.3662,286.4917
08-Jul-2016 14:00:00,7.387631,287.2276
08-Jul-2016 14:10:00,7.011433,285.1053
08-Jul-2016 14:20:00,7.572847,284.9294
08-Jul-2016 14:30:00,7.869221,287.9174
08-Jul-2016 14:40:00,8.305645,287.3947
08-Jul-2016 14:50:00,7.705196,287.4977
08-Jul-2016 15:00:00,7.857057,288.8141
08-Jul-2016 15:10:00,6.865542,293.1465
08-Jul-2016 15:20:00,7.487687,293.6962
08-Jul-2016 15:30:00,7.704062,296.6479
08-Jul-2016 15:40:00,7.504478,299.007
08-Jul-2016 15:50:00,8.201718,298.4901
08-Jul-2016 16:00:00,8.145732,299.2114
08-Jul-2016 16:10:00,7.813298,300.5673
08-Jul-2016 16:20:00,8.202226,302.9982
08-Jul-2016 16:30:00,7.777359,300.8621
08-Jul-2016 16:40:00,7.351965,301.9319
08-Jul-2016 16:50:00,7.163739,299.3805
08-Jul-2016 17:00:00,7.670202,300.7354
08-Jul-2016 17:10:00,6.743072,299.27
08-Jul-2016 17:20:00,6.797085,301.158
08-Jul-2016 17:30:00,7.310462,298.9306
08-Jul-2016 17:40:00,7.125741,296.8435
08-Jul-2016 17:50:00,6.947904,293.4265
08-Jul-2016 18:00:00,6.904914,293.3383
08-Jul-2016 18:10:00,6.770078,293.7637
08-Jul-2016 18:20:00,6.696525,297.1005
08-Jul-2016 18:30:00,6.97146,297.6356
08-Jul-2016 18:40:00,7.321799,295.8714
08-Jul-2016 18:50:00,7.057822,300.2912
08-Jul-2016 19:00:00,6.660649,303.3965
08-Jul-2016 19:10:00,6.411933,302.6673
08-Jul-2016 19:20:00,5.809862,303.2971
08-Jul-2016 19:30:00,6.092732,297.355
08-Jul-2016 19:40:00,6.057457,293.645
08-Jul-2016 19:50:00,6.133399,297.7899
08-Jul-2016 20:00:00,6.153869,305.5073
08-Jul-2016 20:10:00,5.865087,309.7896
08-Jul-2016 20:20:00,6.457429,308.6988
08-Jul-2016 20:30:00,5.355448,309.4823
08-Jul-2016 20:40:00,5.599533,310.1181
08-Jul-2016 20:50:00,5.076823,308.9708
08-Jul-2016 21:00:00,4.889165,310.2632
08-Jul-2016 21:10:00,4.992869,308.132
08-Jul-2016 21:20:00,4.739627,309.2669
08-Jul-2016 21:30:00,5.330799,305.4248
08-Jul-2016 21:40:00,4.935421,307.1566
08-Jul-2016 21:50:00,5.012178,305.3785
08-Jul-2016 22:00:00,5.42545,302.3695
08-Jul-2016 22:10:00,5.522553,304.8379
08-Jul-2016 22:20:00,5.207284,307.3994
08-Jul-2016 22:30:00,4.864128,305.897
08-Jul-2016 22:40:00,4.391544,307.7986
08-Jul-2016 22:50:00,4.663335,312.836
08-Jul-2016 23:00:00,4.333363,311.6232
08-Jul-2016 23:10:00,4.736186,312.7469
08-Jul-2016 23:20:00,4.533784,307.0288
08-Jul-2016 23:30:00,4.721934,303.0179
08-Jul-2016 23:40:00,4.44812,300.532
08-Jul-2016 23:50:00,4.584146,303.4696
09-Jul-2016 00:00:00,4.66735,296.8127
09-Jul-2016 00:10:00,5.160102,286.9713
09-Jul-2016 00:20:00,5.310022,296.5311
09-Jul-2016 00:30:00,5.212176,302.7185
09-Jul-2016 00:40:00,5.343783,302.8252
09-Jul-2016 00:50:00,5.41108,303.5592
09-Jul-2016 01:00:00,4.840273,308.2629
09-Jul-2016 01:10:00,5.455271,304.2813
09-Jul-2016 01:20:00,5.602434,304.924
09-Jul-2016 01:30:00,4.818901,310.5183
09-Jul-2016 01:40:00,3.89417,317.5507
09-Jul-2016 01:50:00,3.942773,324.1027
09-Jul-2016 02:00:00,4.057086,326.5275
09-Jul-2016 02:10:00,3.770047,331.4148
09-Jul-2016 02:20:00,3.390946,326.4691
09-Jul-2016 02:30:00,3.190832,323.7317
09-Jul-2016 02:40:00,3.541324,329.6404
09-Jul-2016 02:50:00,2.892079,322.8251
09-Jul-2016 03:00:00,2.612475,333.8904
09-Jul-2016 03:10:00,2.474138,339.1364
09-Jul-2016 03:20:00,2.261243,351.9806
09-Jul-2016 03:30:00,2.802359,350.8833
09-Jul-2016 03:40:00,2.749493,350.6714
09-Jul-2016 03:50:00,2.980565,349.0392
09-Jul-2016 04:00:00,2.402082,348.1009
09-Jul-2016 04:10:00,2.607735,344.7089
09-Jul-2016 04:20:00,2.081007,337.4203
09-Jul-2016 04:30:00,1.690711,335.9383
09-Jul-2016 04:40:00,1.739587,271.4724
09-Jul-2016 04:50:00,1.621926,269.9086
09-Jul-2016 05:00:00,0.9641575,42.59552
09-Jul-2016 05:10:00,1.299729,72.00656
09-Jul-2016 05:20:00,0.9217172,58.10923
09-Jul-2016 05:30:00,0.6025826,64.05965
09-Jul-2016 05:40:00,0.7142918,292.8104
09-Jul-2016 05:50:00,0.5694933,237.3494
09-Jul-2016 06:00:00,0.5805236,223.2118
09-Jul-2016 06:10:00,0.791225,189.1898
09-Jul-2016 06:20:00,0.7475801,212.4603
09-Jul-2016 06:30:00,0.8036757,201.4594
09-Jul-2016 06:40:00,1.04412,212.7428
09-Jul-2016 06:50:00,1.266478,213.9856
09-Jul-2016 07:00:00,1.212135,204.7648
09-Jul-2016 07:10:00,1.189489,194.0402
09-Jul-2016 07:20:00,1.282188,204.6078
09-Jul-2016 07:30:00,1.43744,203.7031
09-Jul-2016 07:40:00,1.781517,112.4344
09-Jul-2016 07:50:00,2.44433,113.7324
09-Jul-2016 08:00:00,2.494405,137.0644
09-Jul-2016 08:10:00,2.181702,164.0344
09-Jul-2016 08:20:00,2.320735,168.7824
09-Jul-2016 08:30:00,2.177751,168.9765
09-Jul-2016 08:40:00,2.229713,178.3719
09-Jul-2016 08:50:00,2.4325,188.5408
09-Jul-2016 09:00:00,2.424755,180.645
09-Jul-2016 09:10:00,2.587014,187.6936
09-Jul-2016 09:20:00,2.478609,177.9658
09-Jul-2016 09:30:00,2.975819,187.8304
09-Jul-2016 09:40:00,2.719553,179.3786
09-Jul-2016 09:50:00,3.410158,172.27
09-Jul-2016 10:00:00,3.758602,166.5355
09-Jul-2016 10:10:00,4.075668,166.6271
09-Jul-2016 10:20:00,3.930593,167.9466
09-Jul-2016 10:30:00,3.764602,172.9591
09-Jul-2016 10:40:00,4.220963,168.4849
09-Jul-2016 10:50:00,4.62663,162.5251
09-Jul-2016 11:00:00,4.491008,166.1297
09-Jul-2016 11:10:00,5.274533,142.1536
09-Jul-2016 11:20:00,5.191353,139.22
09-Jul-2016 11:30:00,5.70246,144.2445
09-Jul-2016 11:40:00,5.844445,149.6149
09-Jul-2016 11:50:00,5.749269,144.0325
09-Jul-2016 12:00:00,5.809797,143.0728
09-Jul-2016 12:10:00,5.938991,138.5488
09-Jul-2016 12:20:00,6.009802,136.012
09-Jul-2016 12:30:00,5.947509,136.477
09-Jul-2016 12:40:00,5.331907,136.1711
09-Jul-2016 12:50:00,5.563024,135.897
09-Jul-2016 13:00:00,6.55971,129.088
09-Jul-2016 13:10:00,5.926078,0
09-Jul-2016 13:20:00,6.230143,124.7058
09-Jul-2016 13:30:00,6.622005,117.7988
09-Jul-2016 13:40:00,6.283129,116.3012
09-Jul-2016 13:50:00,6.705391,120.8999
09-Jul-2016 14:00:00,6.179042,120.6493
09-Jul-2016 14:10:00,6.15939,117.8346
09-Jul-2016 14:20:00,6.508632,113.5634
09-Jul-2016 14:30:00,6.862594,114.1459
09-Jul-2016 14:40:00,7.801944,117.5055
09-Jul-2016 14:50:00,8.164547,120.3468
09-Jul-2016 15:00:00,8.507131,118.2796
09-Jul-2016 15:10:00,7.546557,116.4181
09-Jul-2016 15:20:00,8.219161,112.8433
09-Jul-2016 15:30:00,8.518021,113.2759
09-Jul-2016 15:40:00,8.451586,112.7393
09-Jul-2016 15:50:00,8.451254,107.9269
09-Jul-2016 16:00:00,8.032354,107.6683
09-Jul-2016 16:10:00,8.63876,103.6367
09-Jul-2016 16:20:00,8.269161,105.8155
09-Jul-2016 16:30:00,9.800669,104.2529
09-Jul-2016 16:40:00,8.976304,105.1947
09-Jul-2016 16:50:00,7.693684,102.483
09-Jul-2016 17:00:00,8.207661,101.1096
09-Jul-2016 17:10:00,7.515471,101.7658
09-Jul-2016 17:20:00,5.830007,98.95718
09-Jul-2016 17:30:00,9.569743,97.38522
09-Jul-2016 17:40:00,10.05543,99.53798
09-Jul-2016 17:50:00,9.883677,103.8199
09-Jul-2016 18:00:00,10.47819,105.1962
09-Jul-2016 18:10:00,9.919906,105.3208
09-Jul-2016 18:20:00,10.32018,104.7455
09-Jul-2016 18:30:00,9.734578,105.1831
09-Jul-2016 18:40:00,7.750571,113.4046
09-Jul-2016 18:50:00,7.258055,113.8872
09-Jul-2016 19:00:00,7.670488,112.0681
