T,S,D
09-Jul-2016 19:10:00,7.744941,113.2309
09-Jul-2016 19:20:00,8.611403,110.5831
09-Jul-2016 19:30:00,7.384979,114.6066
09-Jul-2016 19:40:00,6.789543,114.4493
09-Jul-2016 19:50:00,7.88435,113.6516
09-Jul-2016 20:00:00,8.591422,108.5567
09-Jul-2016 20:10:00,7.963599,112.1176
09-Jul-2016 20:20:00,7.679067,112.4232
09-Jul-2016 20:30:00,8.186671,111.9984
09-Jul-2016 20:40:00,8.042393,111.7452
09-Jul-2016 20:50:00,7.850897,110.1946
09-Jul-2016 21:00:00,7.238692,110.4979
09-Jul-2016 21:10:00,7.473796,111.5678
09-Jul-2016 21:20:00,7.036385,109.344
09-Jul-2016 21:30:00,7.086658,110.5881
09-Jul-2016 21:40:00,7.052585,112.5681
09-Jul-2016 21:50:00,6.817373,116.3697
09-Jul-2016 22:00:00,6.610497,123.0214
09-Jul-2016 22:10:00,7.692826,119.9151
09-Jul-2016 22:20:00,7.601624,120.7368
09-Jul-2016 22:30:00,6.301184,126.1576
09-Jul-2016 22:40:00,5.847839,125.1651
09-Jul-2016 22:50:00,5.884775,124.5637
09-Jul-2016 23:00:00,5.140357,119.5703
09-Jul-2016 23:10:00,4.959672,119.0833
09-Jul-2016 23:20:00,4.681501,117.3596
09-Jul-2016 23:30:00,4.81988,115.7065
09-Jul-2016 23:40:00,4.809274,115.1475
09-Jul-2016 23:50:00,4.70808,113.9154
10-Jul-2016 00:00:00,5.557937,109.9366
10-Jul-2016 00:10:00,5.919103,109.023
10-Jul-2016 00:20:00,5.065495,111.1798
10-Jul-2016 00:30:00,4.682366,109.5665
10-Jul-2016 00:40:00,4.857726,106.4667
10-Jul-2016 00:50:00,4.77101,105.6906
10-Jul-2016 01:00:00,5.216484,105.7561
10-Jul-2016 01:10:00,4.572405,107.3027
10-Jul-2016 01:20:00,4.464564,107.4213
10-Jul-2016 01:30:00,4.720207,100.1879
10-Jul-2016 01:40:00,5.817714,97.28081
10-Jul-2016 01:50:00,4.772985,99.40845
10-Jul-2016 02:00:00,4.514203,96.83627
10-Jul-2016 02:10:00,4.209528,96.40385
10-Jul-2016 02:20:00,4.112487,98.17298
10-Jul-2016 02:30:00,4.291521,99.61115
10-Jul-2016 02:40:00,3.574348,97.83435
10-Jul-2016 02:50:00,3.656451,111.1883
10-Jul-2016 03:00:00,3.6137,119.5553
10-Jul-2016 03:10:00,2.798012,131.2756
10-Jul-2016 03:20:00,2.93813,138.7364
10-Jul-2016 03:30:00,1.678056,141.4377
10-Jul-2016 03:40:00,1.039984,178.337
10-Jul-2016 03:50:00,1.667147,160.7961
10-Jul-2016 04:00:00,1.089856,163.3795
10-Jul-2016 04:10:00,0.8443373,190.8686
10-Jul-2016 04:20:00,1.411415,197.9478
10-Jul-2016 04:30:00,1.421747,200.3731
10-Jul-2016 04:40:00,1.498446,197.5536
10-Jul-2016 04:50:00,1.059194,181.8893
10-Jul-2016 05:00:00,1.033898,183.768
10-Jul-2016 05:10:00,1.111108,190.0589
10-Jul-2016 05:20:00,1.388023,200.6353
10-Jul-2016 05:30:00,1.368367,202.1107
10-Jul-2016 05:40:00,1.201391,197.569
10-Jul-2016 05:50:00,1.598638,199.8711
10-Jul-2016 06:00:00,1.748943,200.3086
10-Jul-2016 06:10:00,2.386804,238.4044
10-Jul-2016 06:20:00,4.507018,277.2899
10-Jul-2016 06:30:00,4.144884,267.588
10-Jul-2016 06:40:00,4.032269,260.0833
10-Jul-2016 06:50:00,4.4992,236.8104
10-Jul-2016 07:00:00,4.127776,229.6932
10-Jul-2016 07:10:00,4.53785,232.6082
10-Jul-2016 07:20:00,4.904212,239.3264
10-Jul-2016 07:30:00,3.779076,255.1302
10-Jul-2016 07:40:00,3.425422,238.437
10-Jul-2016 07:50:00,4.946996,245.0841
10-Jul-2016 08:00:00,4.797009,257.5825
10-Jul-2016 08:10:00,4.119401,248.5604
10-Jul-2016 08:20:00,6.048935,259.186
10-Jul-2016 08:30:00,5.362792,255.9078
10-Jul-2016 08:40:00,5.099197,256.2629
10-Jul-2016 08:50:00,4.114378,248.8536
10-Jul-2016 09:00:00,4.495239,252.2054
10-Jul-2016 09:10:00,4.498832,244.0819
10-Jul-2016 09:20:00,5.264891,245.03
10-Jul-2016 09:30:00,6.087564,255.4846
10-Jul-2016 09:40:00,5.597049,253.7121
10-Jul-2016 09:50:00,4.680604,244.9204
10-Jul-2016 10:00:00,4.010467,245.4103
10-Jul-2016 10:10:00,4.175031,239.6479
10-Jul-2016 10:20:00,4.034003,245.5406
10-Jul-2016 10:30:00,5.395814,253.3489
10-Jul-2016 10:40:00,6.94978,256.4559
10-Jul-2016 10:50:00,6.151618,256.2706
10-Jul-2016 11:00:00,5.354598,253.253
10-Jul-2016 11:10:00,4.8236,251.0791
10-Jul-2016 11:20:00,4.506067,252.9402
10-Jul-2016 11:30:00,4.458784,255.5467
10-Jul-2016 11:40:00,3.402033,260.8148
10-Jul-2016 11:50:00,4.708817,267.534
10-Jul-2016 12:00:00,5.27036,269.9701
10-Jul-2016 12:10:00,4.663667,265.3112
10-Jul-2016 12:20:00,5.705058,270.0855
10-Jul-2016 12:30:00,7.363812,276.2239
10-Jul-2016 12:40:00,6.231053,277.9842
10-Jul-2016 12:50:00,4.845833,280.6438
10-Jul-2016 13:00:00,4.350599,281.7941
10-Jul-2016 13:10:00,3.792575,290.953
10-Jul-2016 13:20:00,3.817465,273.562
10-Jul-2016 13:30:00,4.057418,275.0767
10-Jul-2016 13:40:00,5.138398,277.4428
10-Jul-2016 13:50:00,4.497176,273.9411
10-Jul-2016 14:00:00,4.064801,274.6409
10-Jul-2016 14:10:00,4.391249,258.0583
10-Jul-2016 14:20:00,4.195292,251.2732
10-Jul-2016 14:30:00,3.482296,252.8606
10-Jul-2016 14:40:00,4.19403,265.292
10-Jul-2016 14:50:00,3.480573,265.924
10-Jul-2016 15:00:00,3.215855,264.1514
10-Jul-2016 15:10:00,5.300131,258.0616
10-Jul-2016 15:20:00,4.960165,259.1423
10-Jul-2016 15:30:00,4.105135,262.7732
10-Jul-2016 15:40:00,3.300731,255.843
10-Jul-2016 15:50:00,2.907042,252.3245
10-Jul-2016 16:00:00,3.620862,255.9656
10-Jul-2016 16:10:00,3.622935,260.5937
10-Jul-2016 16:20:00,3.526102,250.7964
10-Jul-2016 16:30:00,2.866426,242.2996
10-Jul-2016 16:40:00,3.012163,242.49
10-Jul-2016 16:50:00,2.846611,243.868
10-Jul-2016 17:00:00,2.642889,242.8825
10-Jul-2016 17:10:00,2.957964,231.522
10-Jul-2016 17:20:00,3.210178,235.812
10-Jul-2016 17:30:00,3.350857,235.7226
10-Jul-2016 17:40:00,3.318443,236.3702
10-Jul-2016 17:50:00,2.634518,227.3063
10-Jul-2016 18:00:00,1.947614,215.9687
10-Jul-2016 18:10:00,1.918934,210.1174
10-Jul-2016 18:20:00,2.272948,206.2031
10-Jul-2016 18:30:00,1.846381,202.7165
10-Jul-2016 18:40:00,1.95617,207.7547
10-Jul-2016 18:50:00,1.71934,218.1335
10-Jul-2016 19:00:00,1.932617,214.1294
10-Jul-2016 19:10:00,2.09866,210.3956
10-Jul-2016 19:20:00,2.504898,202.0662
10-Jul-2016 19:30:00,2.150816,201.2788
10-Jul-2016 19:40:00,1.863382,201.6845
10-Jul-2016 19:50:00,2.295228,202.0508
10-Jul-2016 20:00:00,2.667587,203.4208
10-Jul-2016 20:10:00,2.587573,201.3829
10-Jul-2016 20:20:00,2.72893,200.8938
10-Jul-2016 20:30:00,2.640723,205.1957
10-Jul-2016 20:40:00,2.643038,205.4908
10-Jul-2016 20:50:00,2.085474,206.3425
10-Jul-2016 21:00:00,1.656651,208.4739
10-Jul-2016 21:10:00,1.647364,201.1554
10-Jul-2016 21:20:00,1.120438,206.6393
10-Jul-2016 21:30:00,1.27323,215.5536
10-Jul-2016 21:40:00,1.434166,217.8006
10-Jul-2016 21:50:00,1.270454,218.6296
10-Jul-2016 22:00:00,1.393383,220.2348
10-Jul-2016 22:10:00,1.376471,216.5503
10-Jul-2016 22:20:00,1.009934,221.1447
10-Jul-2016 22:30:00,1.631409,223.7876
10-Jul-2016 22:40:00,2.254128,234.7685
10-Jul-2016 22:50:00,2.164149,240.2616
10-Jul-2016 23:00:00,2.283902,239.643
10-Jul-2016 23:10:00,1.858306,230.113
10-Jul-2016 23:20:00,1.501225,201.7063
10-Jul-2016 23:30:00,1.102514,198.4939
10-Jul-2016 23:40:00,0.7996452,202.561
10-Jul-2016 23:50:00,0.8115842,203.166
11-Jul-2016 00:00:00,0.9966094,240.5831
11-Jul-2016 00:10:00,1.897189,237.8134
11-Jul-2016 00:20:00,1.246447,237.2473
11-Jul-2016 00:30:00,1.501449,258.5564
11-Jul-2016 00:40:00,1.864226,264.7075
11-Jul-2016 00:50:00,1.239149,245.444
11-Jul-2016 01:00:00,1.734592,219.2572
11-Jul-2016 01:10:00,2.361536,233.4062
11-Jul-2016 01:20:00,2.519864,256.8737
11-Jul-2016 01:30:00,2.276251,261.6484
11-Jul-2016 01:40:00,1.65981,250.5533
11-Jul-2016 01:50:00,1.87789,261.0833
11-Jul-2016 02:00:00,1.766922,273.4038
11-Jul-2016 02:10:00,2.791425,271.5307
11-Jul-2016 02:20:00,2.928913,279.4745
11-Jul-2016 02:30:00,2.940781,280.3499
11-Jul-2016 02:40:00,2.508293,270.4297
11-Jul-2016 02:50:00,3.085131,260.5475
11-Jul-2016 03:00:00,3.522068,270.7209
11-Jul-2016 03:10:00,2.867409,282.6338
11-Jul-2016 03:20:00,2.380812,286.3855
11-Jul-2016 03:30:00,2.172528,287.4298
11-Jul-2016 03:40:00,2.260777,312.821
11-Jul-2016 03:50:00,2.357518,302.0177
11-Jul-2016 04:00:00,2.330042,280.6265
11-Jul-2016 04:10:00,2.337175,272.334
11-Jul-2016 04:20:00,1.740834,272.8962
11-Jul-2016 04:30:00,2.146013,268.6382
11-Jul-2016 04:40:00,2.437379,270.4776
11-Jul-2016 04:50:00,2.250927,265.1778
11-Jul-2016 05:00:00,1.987319,265.2677
11-Jul-2016 05:10:00,2.439197,271.2428
11-Jul-2016 05:20:00,3.11878,279.949
11-Jul-2016 05:30:00,3.464255,279.9453
11-Jul-2016 05:40:00,3.51204,278.4855
11-Jul-2016 05:50:00,3.198716,276.2696
11-Jul-2016 06:00:00,2.760095,268.3158
11-Jul-2016 06:10:00,2.981748,272.5401
11-Jul-2016 06:20:00,3.02355,269.9195
11-Jul-2016 06:30:00,3.381078,269.7327
11-Jul-2016 06:40:00,3.156406,264.3999
11-Jul-2016 06:50:00,3.48156,262.4064
11-Jul-2016 07:00:00,3.350023,269.6628
11-Jul-2016 07:10:00,3.039644,273.9673
11-Jul-2016 07:20:00,2.441309,261.1277
11-Jul-2016 07:30:00,3.542648,262.4349
11-Jul-2016 07:40:00,3.455021,261.1326
11-Jul-2016 07:50:00,2.739824,259.4474
11-Jul-2016 08:00:00,3.305336,258.6334
11-Jul-2016 08:10:00,3.302045,259.6283
11-Jul-2016 08:20:00,3.00393,258.9255
11-Jul-2016 08:30:00,3.168834,257.5529
11-Jul-2016 08:40:00,3.309674,256.5453
11-Jul-2016 08:50:00,3.080636,254.1541
11-Jul-2016 09:00:00,3.772551,261.4882
11-Jul-2016 09:10:00,3.976929,265.0696
11-Jul-2016 09:20:00,3.389435,261.0077
11-Jul-2016 09:30:00,3.527263,260.8384
11-Jul-2016 09:40:00,3.461818,260.3257
11-Jul-2016 09:50:00,3.348465,257.9068
11-Jul-2016 10:00:00,3.254175,254.6742
11-Jul-2016 10:10:00,3.263419,270.7981
11-Jul-2016 10:20:00,3.38293,287.5689
11-Jul-2016 10:30:00,3.58409,296.9125
11-Jul-2016 10:40:00,4.047155,298.8417
11-Jul-2016 10:50:00,4.611623,297.6763
11-Jul-2016 11:00:00,4.686347,293.2366
11-Jul-2016 11:10:00,4.892404,287.6007
11-Jul-2016 11:20:00,3.921033,288.9141
11-Jul-2016 11:30:00,4.169762,290.1557
11-Jul-2016 11:40:00,4.997754,294.7654
11-Jul-2016 11:50:00,5.341298,295.647
11-Jul-2016 12:00:00,4.668139,297.3597
11-Jul-2016 12:10:00,5.030375,299.1721
11-Jul-2016 12:20:00,5.076345,295.1097
11-Jul-2016 12:30:00,5.206145,294.8354
11-Jul-2016 12:40:00,5.549822,294.8622
11-Jul-2016 12:50:00,5.903974,294.6769
11-Jul-2016 13:00:00,5.322723,295.883
11-Jul-2016 13:10:00,4.973045,297.0247
11-Jul-2016 13:20:00,5.10091,296.9918
11-Jul-2016 13:30:00,5.044504,297.6616
11-Jul-2016 13:40:00,5.369843,296.7922
11-Jul-2016 13:50:00,5.873909,295.1111
11-Jul-2016 14:00:00,5.382113,295.6777
11-Jul-2016 14:10:00,5.017383,297.3932
11-Jul-2016 14:20:00,5.626699,300.4229
11-Jul-2016 14:30:00,5.316122,300.4124
11-Jul-2016 14:40:00,5.924004,305.7701
11-Jul-2016 14:50:00,5.959569,304.0059
11-Jul-2016 15:00:00,5.393391,304.6693
11-Jul-2016 15:10:00,5.307497,305.2773
11-Jul-2016 15:20:00,5.693858,304.1161
11-Jul-2016 15:30:00,6.301495,304.9697
11-Jul-2016 15:40:00,6.964083,305.5464
11-Jul-2016 15:50:00,6.733753,304.5275
11-Jul-2016 16:00:00,6.832865,306.0877
11-Jul-2016 16:10:00,7.013947,307.7461
11-Jul-2016 16:20:00,7.295588,308.981
11-Jul-2016 16:30:00,7.738945,307.0508
11-Jul-2016 16:40:00,7.689107,309.7666
11-Jul-2016 16:50:00,7.996688,311.7492
11-Jul-2016 17:00:00,7.547969,311.057
11-Jul-2016 17:10:00,8.034863,307.6031
11-Jul-2016 17:20:00,7.870667,307.8695
11-Jul-2016 17:30:00,8.034011,308.6194
11-Jul-2016 17:40:00,8.099028,309.791
11-Jul-2016 17:50:00,8.43433,312.689
11-Jul-2016 18:00:00,8.047503,312.5243
11-Jul-2016 18:10:00,8.362329,311.6757
11-Jul-2016 18:20:00,8.538085,312.5046
11-Jul-2016 18:30:00,8.977262,313.7776
11-Jul-2016 18:40:00,8.656141,311.1963
11-Jul-2016 18:50:00,7.944387,312.8435
11-Jul-2016 19:00:00,8.611457,310.9431
11-Jul-2016 19:10:00,8.963417,310.8642
11-Jul-2016 19:20:00,8.701489,311.6436
11-Jul-2016 19:30:00,8.50661,313.0944
11-Jul-2016 19:40:00,7.604393,310.2923
11-Jul-2016 19:50:00,7.676254,308.3324
11-Jul-2016 20:00:00,7.475765,307.3734
11-Jul-2016 20:10:00,7.113005,306.7453
11-Jul-2016 20:20:00,6.894191,304.5134
11-Jul-2016 20:30:00,6.726359,304.6371
11-Jul-2016 20:40:00,6.960495,304.8107
11-Jul-2016 20:50:00,7.314909,303.7279
11-Jul-2016 21:00:00,7.337874,305.1951
11-Jul-2016 21:10:00,7.549379,308.6449
11-Jul-2016 21:20:00,8.066777,310.0971
11-Jul-2016 21:30:00,8.333982,310.8483
11-Jul-2016 21:40:00,8.516359,309.4126
11-Jul-2016 21:50:00,8.550705,307.6856
11-Jul-2016 22:00:00,8.059577,304.9217
11-Jul-2016 22:10:00,8.065279,304.8223
11-Jul-2016 22:20:00,7.45283,304.5175
11-Jul-2016 22:30:00,7.677727,304.2424
11-Jul-2016 22:40:00,7.862663,301.6798
11-Jul-2016 22:50:00,8.170824,299.9587
11-Jul-2016 23:00:00,7.435374,299.1625
11-Jul-2016 23:10:00,7.506709,296.4453
11-Jul-2016 23:20:00,7.958696,298.3727
11-Jul-2016 23:30:00,7.335274,295.6998
11-Jul-2016 23:40:00,7.669292,296.3473
11-Jul-2016 23:50:00,8.059997,296.6366
12-Jul-2016 00:00:00,7.102656,297.6125
12-Jul-2016 00:10:00,7.560118,296.1192
12-Jul-2016 00:20:00,8.163797,297.4537
12-Jul-2016 00:30:00,6.60718,298.8412
12-Jul-2016 00:40:00,6.941408,300.8585
12-Jul-2016 00:50:00,6.523343,298.8798
12-Jul-2016 01:00:00,6.264319,295.4464
12-Jul-2016 01:10:00,5.799143,290.36
12-Jul-2016 01:20:00,6.45503,287.1712
12-Jul-2016 01:30:00,6.6368,287.5686
12-Jul-2016 01:40:00,5.897407,285.4478
12-Jul-2016 01:50:00,6.373345,286.5484
12-Jul-2016 02:00:00,6.194095,286.864
12-Jul-2016 02:10:00,5.661637,283.6485
12-Jul-2016 02:20:00,6.548935,285.2205
12-Jul-2016 02:30:00,6.796942,290.0002
12-Jul-2016 02:40:00,6.521805,288.4768
12-Jul-2016 02:50:00,6.819692,286.7386
12-Jul-2016 03:00:00,7.61325,290.5581
12-Jul-2016 03:10:00,7.286595,302.0205
12-Jul-2016 03:20:00,6.520751,306.6266
12-Jul-2016 03:30:00,7.576169,310.3203
12-Jul-2016 03:40:00,6.576161,312.7459
12-Jul-2016 03:50:00,6.921419,311.8965
12-Jul-2016 04:00:00,7.210029,307.945
12-Jul-2016 04:10:00,6.13131,303.3484
12-Jul-2016 04:20:00,6.29936,294.5077
12-Jul-2016 04:30:00,7.136938,299.9143
12-Jul-2016 04:40:00,7.384027,308.9135
12-Jul-2016 04:50:00,7.082476,307.3592
12-Jul-2016 05:00:00,8.143716,303.4912
12-Jul-2016 05:10:00,8.003149,302.2758
12-Jul-2016 05:20:00,7.577238,304.6731
12-Jul-2016 05:30:00,6.747385,299.2995
12-Jul-2016 05:40:00,7.126418,299.4588
12-Jul-2016 05:50:00,6.567937,300.0853
12-Jul-2016 06:00:00,6.751117,303.7372
12-Jul-2016 06:10:00,6.796073,304.9648
12-Jul-2016 06:20:00,6.410397,309.5703
12-Jul-2016 06:30:00,7.002891,303.4345
12-Jul-2016 06:40:00,6.970157,301.1266
12-Jul-2016 06:50:00,7.247335,303.1154
12-Jul-2016 07:00:00,7.468153,306.002
12-Jul-2016 07:10:00,7.472444,303.2683
12-Jul-2016 07:20:00,6.87887,300.9887
12-Jul-2016 07:30:00,7.492918,296.2216
12-Jul-2016 07:40:00,7.549508,302.939
12-Jul-2016 07:50:00,7.177967,304.406
12-Jul-2016 08:00:00,6.689857,304.9097
12-Jul-2016 08:10:00,6.798603,301.0851
12-Jul-2016 08:20:00,6.689948,301.4254
12-Jul-2016 08:30:00,6.68815,295.7298
12-Jul-2016 08:40:00,6.853452,296.1602
12-Jul-2016 08:50:00,6.760889,303.6751
12-Jul-2016 09:00:00,6.979013,300.5034
12-Jul-2016 09:10:00,7.060552,302.2151
12-Jul-2016 09:20:00,6.942943,294.2187
12-Jul-2016 09:30:00,7.426071,290.6156
12-Jul-2016 09:40:00,7.370116,292.2079
12-Jul-2016 09:50:00,7.23259,297.0639
12-Jul-2016 10:00:00,6.862178,295.243
12-Jul-2016 10:10:00,7.022106,292.0083
12-Jul-2016 10:20:00,6.459479,291.7453
12-Jul-2016 10:30:00,6.568395,292.5597
12-Jul-2016 10:40:00,7.043118,285.1545
12-Jul-2016 10:50:00,6.636625,292.4352
12-Jul-2016 11:00:00,6.334122,296.2408
12-Jul-2016 11:10:00,6.999024,293.7458
12-Jul-2016 11:20:00,7.225771,295.2092
12-Jul-2016 11:30:00,6.974456,296.0432
12-Jul-2016 11:40:00,6.979352,294.0007
12-Jul-2016 11:50:00,6.995808,293.8234
12-Jul-2016 12:00:00,6.485475,292.077
12-Jul-2016 12:10:00,7.133914,292.7942
12-Jul-2016 12:20:00,7.504456,294.8608
12-Jul-2016 12:30:00,7.401812,293.5963
12-Jul-2016 12:40:00,7.649073,294.0588
12-Jul-2016 12:50:00,7.943279,296.6262
12-Jul-2016 13:00:00,7.850876,296.5729
12-Jul-2016 13:10:00,7.566417,295.4468
12-Jul-2016 13:20:00,7.132319,296.5977
12-Jul-2016 13:30:00,7.282794,295.9023
12-Jul-2016 13:40:00,6.889798,298.2847
12-Jul-2016 13:50:00,7.510996,298.7424
12-Jul-2016 14:00:00,7.553033,295.3777
12-Jul-2016 14:10:00,7.510049,291.2391
12-Jul-2016 14:20:00,6.981323,290.7043
12-Jul-2016 14:30:00,6.615047,290.6227
12-Jul-2016 14:40:00,6.801271,293.145
12-Jul-2016 14:50:00,6.936312,294.4605
12-Jul-2016 15:00:00,6.638441,294.1288
12-Jul-2016 15:10:00,6.764801,296.9605
12-Jul-2016 15:20:00,7.268185,296.6322
12-Jul-2016 15:30:00,7.488237,295.1967
12-Jul-2016 15:40:00,7.131425,295.4408
12-Jul-2016 15:50:00,7.063502,297.8077
12-Jul-2016 16:00:00,6.880719,297.117
12-Jul-2016 16:10:00,6.896455,294.1584
12-Jul-2016 16:20:00,6.719958,294.8133
12-Jul-2016 16:30:00,6.586805,296.2509
12-Jul-2016 16:40:00,6.632044,293.8731
12-Jul-2016 16:50:00,6.685992,292.5455
12-Jul-2016 17:00:00,6.326035,291.5122
12-Jul-2016 17:10:00,6.549581,289.0503
12-Jul-2016 17:20:00,7.058185,287.8212
12-Jul-2016 17:30:00,7.02579,288.5694
12-Jul-2016 17:40:00,6.746272,291.9647
12-Jul-2016 17:50:00,6.77736,292.1903
12-Jul-2016 18:00:00,6.468178,294.929
12-Jul-2016 18:10:00,6.132966,291.8048
12-Jul-2016 18:20:00,5.873187,292.8311
12-Jul-2016 18:30:00,5.679306,295.7786
12-Jul-2016 18:40:00,5.507769,294.3148
12-Jul-2016 18:50:00,5.705772,293.5591
12-Jul-2016 19:00:00,5.548907,291.8204
12-Jul-2016 19:10:00,5.4534,292.3976
12-Jul-2016 19:20:00,5.123021,294.4083
12-Jul-2016 19:30:00,5.197428,295.1507
12-Jul-2016 19:40:00,4.726489,294.1227
12-Jul-2016 19:50:00,4.819024,290.7874
12-Jul-2016 20:00:00,4.495699,288.426
12-Jul-2016 20:10:00,5.03194,287.2343
12-Jul-2016 20:20:00,4.969163,288.913
12-Jul-2016 20:30:00,4.259478,292.353
12-Jul-2016 20:40:00,4.417441,293.2875
12-Jul-2016 20:50:00,4.185756,292.6289
12-Jul-2016 21:00:00,4.47034,294.1944
12-Jul-2016 21:10:00,4.418699,290.9964
12-Jul-2016 21:20:00,4.509371,292.5323
12-Jul-2016 21:30:00,4.643131,291.5336
12-Jul-2016 21:40:00,4.524253,292.7343
12-Jul-2016 21:50:00,4.05095,289.2917
12-Jul-2016 22:00:00,4.284461,285.9619
12-Jul-2016 22:10:00,4.188447,279.7828
12-Jul-2016 22:20:00,4.440967,283.328
12-Jul-2016 22:30:00,4.724849,285.7123
12-Jul-2016 22:40:00,4.975474,286.7768
12-Jul-2016 22:50:00,5.266856,286.8335
12-Jul-2016 23:00:00,4.81365,285.2887
12-Jul-2016 23:10:00,4.755504,281.601
12-Jul-2016 23:20:00,4.732446,283.3732
12-Jul-2016 23:30:00,4.860601,285.4961
12-Jul-2016 23:40:00,4.570558,284.9375
12-Jul-2016 23:50:00,4.74755,286.1327
13-Jul-2016 00:00:00,4.346238,283.8443
13-Jul-2016 00:10:00,4.177223,284.6003
13-Jul-2016 00:20:00,4.177191,286.2585
13-Jul-2016 00:30:00,4.201687,287.075
13-Jul-2016 00:40:00,3.90676,286.7058
13-Jul-2016 00:50:00,3.04116,291.9806
13-Jul-2016 01:00:00,2.90968,292.7483
13-Jul-2016 01:10:00,3.534447,286.4025
13-Jul-2016 01:20:00,3.64256,283.7179
13-Jul-2016 01:30:00,3.812166,286.8094
13-Jul-2016 01:40:00,3.682116,291.6247
13-Jul-2016 01:50:00,3.277349,294.2777
13-Jul-2016 02:00:00,3.521063,299.9362
13-Jul-2016 02:10:00,3.590473,301.0844
13-Jul-2016 02:20:00,3.584707,299.817
13-Jul-2016 02:30:00,3.512231,300.6932
13-Jul-2016 02:40:00,3.369192,303.7929
13-Jul-2016 02:50:00,3.995873,305.5278
13-Jul-2016 03:00:00,4.544828,305.0689
13-Jul-2016 03:10:00,4.356253,307.2677
13-Jul-2016 03:20:00,4.270619,311.6209
13-Jul-2016 03:30:00,4.194016,315.699
13-Jul-2016 03:40:00,3.916322,315.2296
13-Jul-2016 03:50:00,3.594795,320.0616
13-Jul-2016 04:00:00,3.283526,330.5533
13-Jul-2016 04:10:00,3.521463,323.529
13-Jul-2016 04:20:00,3.444532,323.8158
13-Jul-2016 04:30:00,3.524386,328.6033
13-Jul-2016 04:40:00,3.709017,330.303
13-Jul-2016 04:50:00,3.600116,325.8199
13-Jul-2016 05:00:00,3.923383,318.2308
13-Jul-2016 05:10:00,3.961057,317.1787
13-Jul-2016 05:20:00,4.046217,319.0667
13-Jul-2016 05:30:00,3.278131,319.5131
13-Jul-2016 05:40:00,4.02952,319.2444
13-Jul-2016 05:50:00,3.85982,314.945
13-Jul-2016 06:00:00,4.14695,310.1868
13-Jul-2016 06:10:00,3.867824,313.7495
13-Jul-2016 06:20:00,4.196782,314.2616
13-Jul-2016 06:30:00,4.574156,314.7418
13-Jul-2016 06:40:00,4.086477,319.5842
13-Jul-2016 06:50:00,4.370366,318.3858
13-Jul-2016 07:00:00,4.533422,319.4442
13-Jul-2016 07:10:00,4.420494,324.9147
13-Jul-2016 07:20:00,4.178737,321.0349
13-Jul-2016 07:30:00,4.671862,316.0788
13-Jul-2016 07:40:00,4.387643,315.3596
13-Jul-2016 07:50:00,4.332481,313.4961
13-Jul-2016 08:00:00,4.813201,315.4097
13-Jul-2016 08:10:00,4.824844,319.1113
13-Jul-2016 08:20:00,4.698631,319.7513
13-Jul-2016 08:30:00,4.18854,313.7
13-Jul-2016 08:40:00,4.271461,303.9978
13-Jul-2016 08:50:00,4.528778,306.2319
13-Jul-2016 09:00:00,4.549138,306.7553
13-Jul-2016 09:10:00,4.985529,310.8354
13-Jul-2016 09:20:00,4.807039,314.4012
13-Jul-2016 09:30:00,4.881364,314.3273
13-Jul-2016 09:40:00,5.181569,317.2419
13-Jul-2016 09:50:00,5.488397,320.8819
13-Jul-2016 10:00:00,5.356391,314.9196
13-Jul-2016 10:10:00,4.99465,312.4663
13-Jul-2016 10:20:00,4.853257,307.0512
13-Jul-2016 10:30:00,4.867391,308.5827
13-Jul-2016 10:40:00,5.206159,304.6909
13-Jul-2016 10:50:00,5.114922,305.5112
13-Jul-2016 11:00:00,4.840078,309.1535
13-Jul-2016 11:10:00,5.044333,311.2721
13-Jul-2016 11:20:00,5.122265,310.0667
13-Jul-2016 11:30:00,5.160723,305.6545
13-Jul-2016 11:40:00,5.163928,305.5596
13-Jul-2016 11:50:00,4.952892,303.9405
13-Jul-2016 12:00:00,5.316259,304.3469
13-Jul-2016 12:10:00,4.672854,299.3021
13-Jul-2016 12:20:00,5.062741,294.3585
13-Jul-2016 12:30:00,5.101337,298.2059
13-Jul-2016 12:40:00,5.350313,299.0523
13-Jul-2016 12:50:00,5.127824,309.3022
13-Jul-2016 13:00:00,5.317883,309.6819
13-Jul-2016 13:10:00,5.085769,306.1322
13-Jul-2016 13:20:00,5.539381,305.9451
13-Jul-2016 13:30:00,5.461019,308.0072
13-Jul-2016 13:40:00,5.355975,305.4592
13-Jul-2016 13:50:00,5.479824,308.6658
13-Jul-2016 14:00:00,5.697057,306.3169
13-Jul-2016 14:10:00,5.434576,310.8949
13-Jul-2016 14:20:00,5.5716,311.7491
13-Jul-2016 14:30:00,5.685948,311.8617
13-Jul-2016 14:40:00,5.699309,309.9152
13-Jul-2016 14:50:00,5.606653,308.2992
13-Jul-2016 15:00:00,5.777669,306.5905
13-Jul-2016 15:10:00,5.721098,308.7861
13-Jul-2016 15:20:00,6.172213,312.738
13-Jul-2016 15:30:00,5.929337,314.5298
13-Jul-2016 15:40:00,5.931003,315.1409
13-Jul-2016 15:50:00,5.613165,313.0348
13-Jul-2016 16:00:00,5.85127,313.5334
13-Jul-2016 16:10:00,5.893857,316.2813
13-Jul-2016 16:20:00,5.962896,316.193
13-Jul-2016 16:30:00,5.969604,313.7857
